administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,special_day,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,total_pages,total_duration,product_page_share,product_duration_share,avg_time_per_page,admin_to_product_ratio,info_to_product_ratio,exit_minus_bounce,bounce_x_exit,log1p_administrative_duration,log1p_informational_duration,log1p_product_related_duration,log1p_total_duration,log1p_total_pages,revenue
3,180.1333333,1,34.2,27,242.45,0.090322581,0.122427035,0.0,0.0,Oct,3,2,1,13,Returning_Visitor,0,31,456.7833333,0.8709677419073881,0.5307768088820267,14.73494623500855,0.11111111110699588,0.03703703703566529,0.032104454000000004,0.011057925785377336,5.1992334081401115,3.5610460826040513,5.49491158262871,6.126396000783228,3.4657359027997265,0
8,269.0416667,3,64.5,171,6400.430101,0.006967985,0.017556729,4.213364204,0.0,Nov,1,1,1,1,Returning_Visitor,0,182,6733.9717677,0.9395604395552772,0.9504688053043512,36.99984487726923,0.04678362573072057,0.01754385964902021,0.010588744,0.00012233502432106502,5.5985762682032085,4.182050142641207,8.764276697667047,8.815068896957431,5.209486152841421,1
1,5.0,0,0.0,8,203.0,0.0,0.00952381,0.0,0.0,Dec,2,4,1,2,New_Visitor,0,9,208.0,0.8888888887901234,0.9759615384568464,23.11111110854321,0.124999999984375,0.0,0.00952381,0.0,1.791759469228055,0.0,5.318119993844216,5.342334251964811,2.302585092994046,0
10,527.0,3,213.0,26,994.8222222,0.0,0.00344086,0.0,0.0,May,3,2,1,2,Returning_Visitor,0,39,1734.8222222,0.6666666666495727,0.5734433243181837,44.482621080910704,0.3846153846005917,0.11538461538017751,0.00344086,0.0,6.269096283706261,5.365976015021851,6.903568749885979,7.459236483409565,3.6888794541139363,0
5,249.8,2,50.0,229,8866.167386,0.007143733,0.024304152,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,0,236,9165.967385999998,0.9703389830467359,0.9672920503231467,38.838844855767626,0.021834061135275834,0.008733624454110333,0.017160419,0.00017362237267941599,5.524655808758766,3.9318256327243257,9.090110676612454,9.12336180019391,5.4680601411351315,0
0,0.0,0,0.0,12,213.5,0.016666667,0.033333333,0.0,0.2,May,4,1,1,3,Returning_Visitor,0,12,213.5,0.9999999999166667,0.9999999999953162,17.791666665184028,0.0,0.0,0.016666666,0.000555555561111111,0.0,0.0,5.368309738368072,5.368309738368072,2.5649493574615367,0
5,120.0,1,0.0,27,1583.596154,0.0,0.028282828,39.63270309,0.0,Mar,2,2,4,2,Returning_Visitor,0,33,1703.596154,0.8181818181570248,0.9295607707735354,51.62412587722352,0.18518518517832647,0.03703703703566529,0.028282828,0.0,4.795790545596741,0.0,7.368084861417254,7.441083501837852,3.5263605246161616,0
2,10.0,1,57.0,99,6266.208586,0.0,0.010869841,8.926598571,0.0,May,2,2,1,1,Returning_Visitor,1,102,6333.208586,0.970588235284602,0.9894208442543487,62.090280254293226,0.02020202020181614,0.01010101010090807,0.010869841,0.0,2.3978952727983707,4.060443010546419,8.743086332900416,8.753720157721506,4.634728988229636,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Aug,2,2,1,4,Returning_Visitor,1,1,0.0,0.9999999989999999,0.0,0.0,0.0,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.6931471805599453,0
0,0.0,0,0.0,9,177.3333333,0.066666667,0.088888889,0.0,1.0,May,3,2,4,1,Returning_Visitor,1,9,177.3333333,0.9999999998888889,0.999999999994361,19.7037036978107,0.0,0.0,0.022222222,0.005925925962962963,0.0,0.0,5.183654458040981,5.183654458040981,2.302585092994046,0
1,29.2,1,322.4,10,126.9333333,0.014285714,0.036904762,13.59420027,0.0,Sep,2,2,1,2,Returning_Visitor,0,12,478.5333333,0.8333333332638889,0.26525494561558216,39.87777777167685,0.09999999999,0.09999999999,0.022619048000000003,0.000527210875170068,3.407841924380824,5.778889947143006,4.851509294644938,6.172813408695634,2.5649493574615367,1
5,96.625,0,0.0,27,1883.725,0.0,0.019047619,0.0,0.0,Nov,2,2,9,13,Returning_Visitor,0,32,1980.35,0.8437499999736329,0.9512081197763268,61.88593749806607,0.18518518517832647,0.0,0.019047619,0.0,4.58113360815985,0.0,7.541537200645171,7.591533709537982,3.4965075614664802,0
0,0.0,0,0.0,10,276.0,0.044444444,0.055555556,0.0,0.0,Mar,3,2,3,10,Returning_Visitor,0,10,276.0,0.9999999999,0.9999999999963769,27.59999999724,0.0,0.0,0.011111112,0.0024691357975308637,0.0,0.0,5.6240175061873385,5.6240175061873385,2.3978952727983707,0
0,0.0,0,0.0,24,653.0,0.008333333,0.033333333,0.0,0.8,May,4,1,9,1,Returning_Visitor,0,24,653.0,0.9999999999583333,0.9999999999984687,27.208333332199654,0.0,0.0,0.025,0.000277777763888889,0.0,0.0,6.483107351457199,6.483107351457199,3.2188758248682006,0
0,0.0,0,0.0,14,1071.083333,0.014285714,0.029047619,0.0,0.0,Dec,2,2,7,2,Returning_Visitor,0,14,1071.083333,0.9999999999285715,0.9999999999990664,76.50595235167815,0.0,0.0,0.014761905,0.000414965977414966,0.0,0.0,6.977359074616923,6.977359074616923,2.70805020110221,0
4,243.68,0,0.0,12,1256.0,0.0,0.01875,0.0,0.0,June,2,2,3,1,New_Visitor,0,16,1499.68,0.749999999953125,0.8375120025599878,93.72999999414188,0.33333333330555553,0.0,0.01875,0.0,5.499951234374364,0.0,7.136483208590247,7.3136736176991235,2.833213344056216,0
6,279.0,2,69.5,41,1430.25,0.0,0.009929078,3.836079931,0.0,Dec,2,2,2,7,Returning_Visitor,0,49,1778.75,0.8367346938604748,0.804075895993926,36.30102040742243,0.14634146341106485,0.04878048780368829,0.009929078,0.0,5.634789603169249,4.255612709818223,7.26630346730255,7.484228183983983,3.912023005428146,1
0,0.0,0,0.0,7,121.0,0.028571429,0.057142857,0.0,0.0,Dec,2,2,7,3,Returning_Visitor,1,7,121.0,0.9999999998571428,0.9999999999917355,17.285714283244896,0.0,0.0,0.028571428,0.0016326530816326529,0.0,0.0,4.804021044733257,4.804021044733257,2.0794415416798357,0
0,0.0,0,0.0,63,1361.203175,0.0,0.014761905,0.0,0.0,Nov,2,2,7,2,Returning_Visitor,0,63,1361.203175,0.999999999984127,0.9999999999992654,21.606399602831647,0.0,0.0,0.014761905,0.0,0.0,0.0,7.2168586495929326,7.2168586495929326,4.1588830833596715,0
10,268.1666667,0,0.0,148,4010.064286,0.017088608,0.033122363,5.782988246,0.4,May,2,2,1,4,Returning_Visitor,0,158,4278.2309527,0.9367088607535652,0.9373183286115732,27.077411092866598,0.06756756756711103,0.0,0.016033755,0.000566015077340704,5.595330766552541,0.0,8.296811893066197,8.36152858848215,5.0689042022202315,0
0,0.0,0,0.0,13,197.2,0.030769231,0.038461538,0.0,0.0,May,2,2,7,3,Returning_Visitor,0,13,197.2,0.9999999999230769,0.9999999999949291,15.169230768063905,0.0,0.0,0.007692307000000002,0.001183431947337278,0.0,0.0,5.289276621895888,5.289276621895888,2.6390573296152584,0
9,140.5,0,0.0,35,1090.490476,0.013675214,0.016892552,0.0,0.0,Mar,1,1,3,2,Returning_Visitor,1,44,1230.990476,0.795454545436467,0.885864267238339,27.97705627209143,0.2571428571355102,0.0,0.003217338000000002,0.000231009263606128,4.952299717083292,0.0,6.995299450344968,7.116386413544104,3.8066624897703196,0
5,113.7,0,0.0,6,181.2666667,0.018181818,0.018181818,0.0,0.0,Nov,1,1,8,3,Returning_Visitor,0,11,294.9666667,0.5454545454049586,0.6145327156025575,26.815151515744077,0.8333333331944445,0.0,0.0,0.00033057850578512395,4.742320024135325,0.0,5.205470816364567,5.690246835482797,2.4849066497880004,0
2,76.0,0,0.0,40,1209.802992,0.004878049,0.01624838,0.0,0.0,Mar,1,1,2,2,Returning_Visitor,0,42,1285.802992,0.9523809523582767,0.9408929669056635,30.614356951652038,0.04999999999875,0.0,0.011370331000000001,7.926039381061999e-05,4.343805421853684,0.0,7.099039048238002,7.159916120509821,3.7612001156935624,0
0,0.0,0,0.0,14,999.0,0.0,0.023076923,8.482951523,0.0,Dec,2,2,3,6,Returning_Visitor,0,14,999.0,0.9999999999285715,0.999999999998999,71.35714285204592,0.0,0.0,0.023076923,0.0,0.0,0.0,6.907755278982137,6.907755278982137,2.70805020110221,1
0,0.0,0,0.0,10,240.5,0.0,0.022222222,0.0,0.0,May,2,2,8,4,Returning_Visitor,0,10,240.5,0.9999999999,0.999999999995842,24.049999997595,0.0,0.0,0.022222222,0.0,0.0,0.0,5.486869473092628,5.486869473092628,2.3978952727983707,0
0,0.0,0,0.0,13,338.2,0.030769231,0.069230769,0.0,0.0,Oct,1,1,4,4,Returning_Visitor,1,13,338.2,0.9999999999230769,0.9999999999970433,26.015384613383432,0.0,0.0,0.038461537999999997,0.002130177523668639,0.0,0.0,5.826589903917748,5.826589903917748,2.6390573296152584,0
1,0.0,0,0.0,58,1200.5,0.002298851,0.017816092,17.98756852,0.0,Dec,2,10,3,6,Returning_Visitor,0,59,1200.5,0.9830508474409653,0.999999999999167,20.347457626773775,0.017241379310047565,0.0,0.015517240999999998,4.0956540910292e-05,0.0,0.0,7.091326055176523,7.091326055176523,4.0943445622221,0
2,73.0,0,0.0,11,327.6666667,0.033333333,0.033333333,0.0,0.2,May,3,2,3,13,Returning_Visitor,0,13,400.6666667,0.8461538460887574,0.8178036605788405,30.820512820706114,0.18181818180165288,0.0,0.0,0.001111111088888889,4.30406509320417,0.0,5.7950440660359455,5.995622557339633,2.6390573296152584,0
2,34.2,0,0.0,5,63.4,0.0,0.028571429,0.0,0.0,Jul,4,1,2,2,New_Visitor,0,7,97.6,0.7142857141836735,0.6495901639277706,13.942857140865305,0.39999999992,0.0,0.028571429,0.0,3.5610460826040513,0.0,4.165113633110308,4.591071261608589,2.0794415416798357,0
8,332.6666667,8,666.7833333,42,1822.841667,0.005769231,0.016642012,10.11360897,0.0,May,2,2,3,2,Returning_Visitor,0,58,2822.291667,0.7241379310219976,0.6458728870276447,48.66020115433345,0.19047619047165534,0.19047619047165534,0.010872781000000002,9.6011611532772e-05,5.810142490747011,6.503963769576065,7.508700361493665,7.945658741017852,4.07753744390572,0
0,0.0,0,0.0,38,1338.778571,0.011111111,0.024532828,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,1,38,1338.778571,0.9999999999736843,0.999999999999253,35.231015025388665,0.0,0.0,0.013421717,0.000272586975051908,0.0,0.0,7.200259633768024,7.200259633768024,3.6635616461296463,0
0,0.0,0,0.0,9,242.75,0.0,0.074074074,0.0,0.0,Nov,2,5,7,2,Returning_Visitor,0,9,242.75,0.9999999998888889,0.9999999999958806,26.97222221922531,0.0,0.0,0.074074074,0.0,0.0,0.0,5.4961431098779565,5.4961431098779565,2.302585092994046,0
4,55.0,3,17.25,100,1284.361822,0.001923077,0.011603935,0.0,0.0,Dec,1,1,1,10,Returning_Visitor,0,107,1356.611822,0.934579439243602,0.9467423187463961,12.678615158760014,0.0399999999996,0.0299999999997,0.009680857999999999,2.2315260507995e-05,4.02535169073515,2.9041650800285006,7.1587955312357865,7.213482421896245,4.68213122712422,0
7,135.2833333,3,92.33333333,31,892.7244444,0.0,0.003468013,31.14097898,0.0,Oct,3,2,1,5,Returning_Visitor,0,41,1120.34111103,0.7560975609571684,0.7968327106897518,27.32539295128475,0.22580645160561916,0.09677419354526536,0.003468013,0.0,4.9147360516952885,4.536177314465426,6.795397499921089,7.022280668515418,3.7376696182833684,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Jul,2,4,7,1,Returning_Visitor,0,1,0.0,0.9999999989999999,0.0,0.0,0.0,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.6931471805599453,0
0,0.0,0,0.0,23,1166.333333,0.0,0.02826087,22.2993913,0.0,May,2,2,6,2,Returning_Visitor,0,23,1166.333333,0.9999999999565218,0.9999999999991426,50.71014491083869,0.0,0.0,0.02826087,0.0,0.0,0.0,7.062477223892136,7.062477223892136,3.1780538303479458,0
0,0.0,0,0.0,7,2478.0,0.028571429,0.057142857,0.0,0.0,Nov,2,2,1,11,Returning_Visitor,1,7,2478.0,0.9999999998571428,0.9999999999995964,353.99999994942857,0.0,0.0,0.028571428,0.0016326530816326529,0.0,0.0,7.8156105320351905,7.8156105320351905,2.0794415416798357,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,1,1,0.0,0.9999999989999999,0.0,0.0,0.0,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.6931471805599453,0
6,111.5,0,0.0,26,449.0277778,0.0,0.018518519,0.0,0.6,Feb,1,1,3,3,Returning_Visitor,0,32,560.5277778,0.8124999999746094,0.801080331043674,17.51649305570261,0.23076923076035502,0.0,0.018518519,0.0,4.722953221644475,0.0,6.109309309303688,6.330661243658335,3.4965075614664802,0
0,0.0,0,0.0,38,1417.666667,0.016117216,0.048717949,0.0,1.0,May,2,6,3,6,Returning_Visitor,1,38,1417.666667,0.9999999999736843,0.9999999999992947,37.30701755164982,0.0,0.0,0.03260073300000001,0.000785197707109984,0.0,0.0,7.257472742588333,7.257472742588333,3.6635616461296463,0
13,210.427451,9,435.45,154,6515.45431,0.00867052,0.017328726,2.982410939,0.0,Nov,3,2,1,2,Returning_Visitor,0,176,7161.331761,0.8749999999950284,0.9098104273679508,40.68938500545063,0.08441558441503627,0.05844155844117895,0.008658206,0.00015024906535752,5.353881918364482,6.078673821181359,8.782085689513677,8.876590871881508,5.176149732573829,1
2,22.25,0,0.0,27,2958.216667,0.007692308,0.033230985,7.868980948,0.0,Nov,2,2,6,2,Returning_Visitor,0,29,2980.466667,0.931034482726516,0.9925347261060334,102.77471265162846,0.07407407407133058,0.0,0.025538676999999996,0.00025562297176338,3.1463051320333655,0.0,7.9926798727678605,8.000170628557683,3.4011973816621555,1
7,218.8333333,0,0.0,33,916.4583333,0.0,0.013333333,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,0,40,1135.2916666,0.8249999999793751,0.8072448343110147,28.38229166429045,0.21212121211478424,0.0,0.013333333,0.0,5.392869683337629,0.0,6.821607165600508,7.035525315094378,3.713572066704308,0
0,0.0,0,0.0,4,81.0,0.0,0.025,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,0,4,81.0,0.99999999975,0.9999999999876543,20.2499999949375,0.0,0.0,0.025,0.0,0.0,0.0,4.406719247264253,4.406719247264253,1.6094379124341003,0
5,81.2,0,0.0,23,269.9018182,0.0,0.008,0.0,0.0,Nov,1,1,3,2,New_Visitor,0,28,351.10181819999997,0.8214285713992346,0.7687280561033315,12.539350649552166,0.21739130433837428,0.0,0.008,0.0,4.409155302062135,0.0,5.601756460770261,5.8639203900215735,3.367295829986474,0
2,310.8571429,3,27.0,68,2950.62381,0.009589041,0.023074581,16.6702274,0.0,May,2,2,7,6,Returning_Visitor,0,73,3288.4809529,0.9315068493023081,0.8972604227483962,45.04768428568428,0.029411764705449827,0.04411764705817474,0.01348554,0.00022126310326682098,5.742545207632056,3.332204510175204,7.990110741962896,8.098485066237211,4.30406509320417,0
1,9.0,0,0.0,5,49.0,0.0,0.05,0.0,0.0,Mar,2,2,8,1,Returning_Visitor,0,6,58.0,0.8333333331944445,0.8448275861923306,9.666666665055555,0.19999999996,0.0,0.05,0.0,2.302585092994046,0.0,3.912023005428146,4.07753744390572,1.9459101490553132,0
0,0.0,0,0.0,5,465.75,0.0,0.021333333,0.0,0.0,Nov,3,2,1,8,Returning_Visitor,1,5,465.75,0.9999999998,0.9999999999978529,93.14999998137,0.0,0.0,0.021333333,0.0,0.0,0.0,6.145793782421832,6.145793782421832,1.791759469228055,0
3,64.5,0,0.0,14,671.625,0.0,0.030625,0.0,0.0,Nov,1,1,3,2,Returning_Visitor,1,17,736.125,0.8235294117162629,0.9123790117155206,43.30147058568815,0.21428571427040816,0.0,0.030625,0.0,4.182050142641207,0.0,6.511187967809584,6.6027574843206684,2.8903717578961645,0
4,115.8,0,0.0,46,2557.35,0.0,0.01372549,44.35848718,0.0,Oct,2,2,1,2,Returning_Visitor,0,50,2673.15,0.9199999999816001,0.9566803209692846,53.46299999893075,0.08695652173724008,0.0,0.01372549,0.0,4.760463070394127,0.0,7.8471177984240486,7.891386851825305,3.9318256327243257,1
3,922.75,0,0.0,56,4681.420833,0.007118644,0.022668819,0.0,0.0,Nov,2,2,1,13,Returning_Visitor,0,59,5604.170833,0.949152542356794,0.8353458473165649,94.98594632042398,0.053571428570471945,0.0,0.015550175,0.000161371252361436,6.828441472262411,0.0,8.451570527181191,8.631444813721545,4.0943445622221,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,1,1,0.0,0.9999999989999999,0.0,0.0,0.0,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.6931471805599453,0
10,168.9066667,2,18.4,36,853.8502721,0.0,0.007751938,5.6479944,0.0,Oct,3,2,3,2,Returning_Visitor,1,48,1041.1569388,0.749999999984375,0.8200975667350371,21.690769557881445,0.27777777777006174,0.05555555555401235,0.007751938,0.0,5.1352492668721545,2.9652730660692823,6.750926333250524,6.949047824024129,3.8918202981106265,0
1,7.0,0,0.0,50,2330.727381,0.023809524,0.031399417,0.0,0.0,Nov,3,2,3,3,Returning_Visitor,0,51,2337.727381,0.9803921568435218,0.997005638870516,45.83779178341495,0.0199999999996,0.0,0.007589893,0.000747605172647508,2.0794415416798357,0.0,7.754364637120339,7.757362206135865,3.9512437185814275,0
1,3.0,0,0.0,11,228.6666667,0.0,0.03,0.0,0.6,May,2,2,4,3,Returning_Visitor,0,12,231.6666667,0.9166666665902777,0.9870503597098329,19.30555555672454,0.09090909090082644,0.0,0.03,0.0,1.3862943611198906,0.0,5.436628982490687,5.449606814237529,2.5649493574615367,0
0,0.0,0,0.0,3,16.0,0.033333333,0.1,0.0,0.0,Mar,2,6,1,3,Returning_Visitor,0,3,16.0,0.9999999996666666,0.9999999999375,5.333333331555555,0.0,0.0,0.06666666700000001,0.0033333333,0.0,0.0,2.833213344056216,2.833213344056216,1.3862943611198906,0
0,0.0,0,0.0,7,1721.666667,0.038095238,0.038571429,0.0,0.0,Nov,1,1,3,3,Returning_Visitor,0,7,1721.666667,0.9999999998571428,0.9999999999994191,245.95238096486395,0.0,0.0,0.0004761910000000008,0.0014693877677551018,0.0,0.0,7.451628756987827,7.451628756987827,2.0794415416798357,0
4,68.75,0,0.0,137,3770.916071,0.003165468,0.014745252,0.0,0.0,Dec,2,2,3,1,Returning_Visitor,0,141,3839.666071,0.9716312056668679,0.982094797117845,27.231674262218217,0.029197080291757688,0.0,0.011579784000000001,4.6675623357936e-05,4.244917420701475,0.0,8.235338392975578,8.253401086529605,4.955827057601261,0
6,106.0,0,0.0,42,1384.197436,0.0,0.004651163,136.937958,0.0,Dec,8,13,9,20,Other,0,48,1490.197436,0.8749999999817709,0.9288684858528177,31.04577991601988,0.14285714285374151,0.0,0.004651163,0.0,4.672828834461906,0.0,7.233597961530307,7.307334724509247,3.8918202981106265,1
0,0.0,0,0.0,3,18.0,0.033333333,0.166666667,0.0,1.0,May,3,2,1,4,Returning_Visitor,1,3,18.0,0.9999999996666666,0.9999999999444444,5.999999998,0.0,0.0,0.133333334,0.00555555551111111,0.0,0.0,2.9444389791664403,2.9444389791664403,1.3862943611198906,0
9,186.6730769,0,0.0,73,1606.30825,0.010295359,0.019108884,0.0,0.0,Nov,3,2,8,2,Returning_Visitor,1,82,1792.9813269,0.8902439024281678,0.8958867702076703,21.865625937538226,0.12328767123118783,0.0,0.008813525,0.000196732820869356,5.23470149643707,0.0,7.382316164393379,7.4921926339246605,4.418840607796598,0
5,61.0125,0,0.0,51,1141.066667,0.003571429,0.011093074,0.0,0.0,Dec,2,2,6,2,New_Visitor,0,56,1202.079167,0.910714285698023,0.9492441915009502,21.465699410330974,0.09803921568435219,0.0,0.0075216449999999995,3.9618126182746e-05,4.127335977627167,0.0,7.040594765920117,7.092639521789478,4.04305126783455,0
0,0.0,0,0.0,49,3247.583333,0.025531915,0.037163121,0.0,0.0,Dec,2,4,9,1,Returning_Visitor,1,49,3247.583333,0.9999999999795919,0.9999999999996921,66.27721087619842,0.0,0.0,0.011631206000000002,0.0009488456465067149,0.0,0.0,8.085974282754373,8.085974282754373,3.912023005428146,0
4,47.8,0,0.0,7,183.0,0.018181818,0.072727273,0.0,0.0,Jul,3,3,3,4,Returning_Visitor,0,11,230.8,0.6363636363057851,0.7928942807591296,20.981818179910746,0.5714285713469388,0.0,0.05454545499999999,0.0013223140413223138,3.8877303128591016,0.0,5.214935757608986,5.445874930905651,2.4849066497880004,0
0,0.0,0,0.0,42,1766.833333,0.023015873,0.062641723,0.0,0.0,Nov,2,2,1,13,Returning_Visitor,0,42,1766.833333,0.9999999999761906,0.999999999999434,42.06746030852221,0.0,0.0,0.03962585,0.0014417539410691788,0.0,0.0,7.47750997008886,7.47750997008886,3.7612001156935624,0
2,28.0,0,0.0,25,384.1571429,0.007407407,0.008333333,0.0,0.0,May,2,2,4,4,Returning_Visitor,0,27,412.1571429,0.9259259258916324,0.9320647464607315,15.265079366101293,0.0799999999968,0.0,0.0009259259999999997,6.1728389197531e-05,3.367295829986474,0.0,5.953651414388396,6.023828011875874,3.332204510175204,0
7,64.14285714,1,0.0,20,1409.809524,0.008695652,0.035507246,0.0,0.0,Mar,3,2,3,2,Returning_Visitor,0,28,1473.95238114,0.714285714260204,0.9564824088201911,52.64115646740567,0.3499999999825,0.0499999999975,0.026811594,0.000308758654694392,4.176582660415213,0.0,7.25191894911881,7.2963809842799,3.367295829986474,0
1,21.33333333,1,235.0,71,2753.378571,0.012676056,0.015201207,0.0,0.0,Mar,3,2,2,1,Returning_Visitor,1,73,3009.7119043300004,0.9726027397127041,0.9148312724011444,41.228930195736595,0.014084507042055147,0.014084507042055147,0.002525151,0.000192691351199592,3.1060803305736027,5.4638318050256105,7.920947132078279,8.00993184284456,4.30406509320417,0
4,104.0,0,0.0,33,777.3666667,0.006451613,0.012903226,0.0,0.0,May,3,2,3,6,Returning_Visitor,0,37,881.3666667,0.8918918918677868,0.8820014371654453,23.82072072097782,0.12121212120844813,0.0,0.006451613,8.3246620603538e-05,4.653960350157523,0.0,6.657197707113145,6.782607691500478,3.6375861597263857,0
0,0.0,1,44.0,41,1089.75,0.0,0.005853659,0.0,0.0,Mar,2,2,3,2,New_Visitor,0,42,1133.75,0.9761904761672336,0.96119073869816,26.994047618404906,0.0,0.024390243901844143,0.005853659,0.0,0.0,3.8066624897703196,6.994620812003719,7.034167641336575,3.7612001156935624,0
2,78.33333333,0,0.0,12,262.5,0.028571429,0.033333333,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,0,14,340.83333333,0.8571428570816326,0.7701711491495268,24.345238093261056,0.16666666665277777,0.0,0.004761904000000001,0.0009523809571428569,4.373658384961348,0.0,5.574053367981417,5.834323288834574,2.70805020110221,0
22,438.3309524,3,703.5,178,6241.687398,0.002878526,0.016885589,2.038399449,0.0,Nov,2,2,1,10,Returning_Visitor,0,203,7383.5183504,0.8768472906360747,0.84535408483965,36.37201157814595,0.12359550561728318,0.016853932584174978,0.014007063,4.8605606961814e-05,6.085253006956289,6.557488331338735,8.73916604140699,8.907140972852105,5.318119993844216,1
7,268.4166667,0,0.0,41,1124.875,0.0,0.011904762,0.0,0.0,Nov,2,2,9,2,Returning_Visitor,0,48,1393.2916667,0.8541666666488716,0.8073506982665374,29.02690972231194,0.170731707312909,0.0,0.011904762,0.0,5.596259128061157,0.0,7.026315790103907,7.240141799492302,3.8918202981106265,1
4,15.5,0,0.0,15,312.7,0.01,0.045,0.0,0.8,May,4,1,3,2,Returning_Visitor,0,19,328.2,0.7894736841689751,0.9527726995705278,17.273684209617173,0.2666666666488889,0.0,0.034999999999999996,0.00045,2.803360380906535,0.0,5.748437115196633,5.796665468802915,2.995732273553991,0
3,420.1,2,14.2,32,591.72,0.032432432,0.043745174,0.0,0.0,Oct,1,1,1,3,Returning_Visitor,1,37,1026.02,0.8648648648414902,0.5767139042118314,27.730270269520805,0.09374999999707033,0.06249999999804688,0.011312742,0.001418762381083168,6.0428703351678825,2.7212954278522306,6.384722112108402,6.934416683935628,3.6375861597263857,0
0,0.0,0,0.0,80,801.802381,0.0,0.0035,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,0,80,801.802381,0.9999999999875,0.9999999999987528,10.022529762374717,0.0,0.0,0.0035,0.0,0.0,0.0,6.688108582787242,6.688108582787242,4.394449154672439,0
3,54.5,2,7.0,3,23.0,0.066666667,0.066666667,0.0,0.0,Dec,1,1,1,8,Returning_Visitor,0,8,84.5,0.374999999953125,0.27218934910920484,10.562499998679687,0.9999999996666666,0.6666666664444444,0.0,0.004444444488888889,4.0163830207523885,2.0794415416798357,3.1780538303479458,4.448516375942715,2.1972245773362196,0
3,59.0,0,0.0,29,527.2083333,0.0,0.011330049,0.0,0.0,Mar,2,4,1,6,Returning_Visitor,0,32,586.2083333,0.9062499999716798,0.8993531878525765,18.319010415052535,0.10344827585850179,0.0,0.011330049,0.0,4.0943445622221,0.0,6.269490776527674,6.3753796687868,3.4965075614664802,0
19,402.1857143,4,116.0,64,3179.354257,0.002531646,0.016289934,4.642,0.0,Mar,2,2,2,2,Returning_Visitor,0,87,3697.5399712999997,0.7356321838995904,0.8598566294555369,42.50045943974137,0.2968749999953613,0.062499999999023434,0.013758287999999999,4.124034625136399e-05,5.999397285325902,4.762173934797756,8.064747871141854,8.21569341840497,4.477336814478207,1
3,53.4,0,0.0,21,216.7,0.0,0.008695652,0.0,0.0,Sep,2,2,1,2,New_Visitor,0,24,270.09999999999997,0.8749999999635417,0.8022954461280923,11.254166666197742,0.14285714285034012,0.0,0.008695652,0.0,3.996364153861897,0.0,5.3831179682405015,5.60248775650462,3.2188758248682006,0
0,0.0,0,0.0,14,267.25,0.0,0.021428571,0.0,0.0,Nov,3,2,1,11,New_Visitor,1,14,267.25,0.9999999999285715,0.9999999999962582,19.089285712922194,0.0,0.0,0.021428571,0.0,0.0,0.0,5.591919381510808,5.591919381510808,2.70805020110221,0
0,0.0,0,0.0,19,801.5833333,0.010526316,0.035087719,0.0,1.0,May,1,1,1,2,Returning_Visitor,1,19,801.5833333,0.9999999999473684,0.9999999999987524,42.188596487253236,0.0,0.0,0.024561403000000002,0.00036934441791320406,0.0,0.0,6.6878356917313315,6.6878356917313315,2.995732273553991,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,1,1,4,1,Returning_Visitor,0,1,0.0,0.9999999989999999,0.0,0.0,0.0,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.6931471805599453,0
1,15.0,0,0.0,11,224.0,0.016666667,0.022222222,47.65566667,0.0,May,2,5,1,4,Returning_Visitor,0,12,239.0,0.9166666665902777,0.937238493719928,19.916666665006943,0.09090909090082644,0.0,0.005555555,0.000370370374074074,2.772588722239781,0.0,5.41610040220442,5.480638923341991,2.5649493574615367,1
0,0.0,0,0.0,159,5878.940603,0.008962264,0.018569755,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,0,159,5878.940603,0.9999999999937108,0.9999999999998298,36.97446920102532,0.0,0.0,0.009607491000000001,0.00016642704672531998,0.0,0.0,8.67930193931104,8.67930193931104,5.075173815233827,1
5,263.7333333,1,16.2,97,6079.82,0.002,0.017,3.454874142,0.0,Oct,2,2,2,3,Returning_Visitor,0,103,6359.7533333,0.9417475728063908,0.9559836178181297,61.74517799260442,0.05154639175204591,0.010309278350409182,0.015000000000000001,3.4000000000000007e-05,5.578723029903129,2.8449093838194073,8.712894834287338,8.757902097951758,4.6443908991413725,0
